cupc,citem,mprice,sku,cuom,istdpk,pos18
"8274687","PLANNER-OWI NBPAD G2080 OEMINI","25.25","827468.00","PC","1","NBPADDEDG2080 MINI"
"8274694","NB SPI-SOS-OWI MEMO GO380OE","28.00","827469.00","PC","1","NBSPI MEMO GO380OE"
"8274700","GELPEN-SOS-OWI WHITEE 360 BLK","75.00","827470.00","PC","1","GELPENWHITEE360BLK"
"8274717","RULER-SOS-OWI TRI2030 30CM2SET","85.00","827471.00","PC","1","RULER2030 30CM2SET"
"8274724","RULER-SOS-OWI TRI2040 40CM2SET","116.50","827472.00","PC","1","RULER2040 40CM2SET"
"8274731","WRITING PAD-SOS-OWI G1 80LVS","21.00","827473.00","PC","1","WRIPAD G1 80LVS"
"8274748","WRITING PAD-SOS-OWI G2 80LVS","21.00","827474.00","PC","1","WRIPAD G2 80LVS"
"8274755","WRITING PAD-SOS-OWI G3 80LVS","21.00","827475.00","PC","1","WRIPAD G3 80LVS"
"8274762","WRITING PAD-SOS-OWI G4 80LVS","21.00","827476.00","PC","1","WRIPAD G4 80LVS"
"8274779","WRITING PAD-SOS-OWI1/2CSW80LVS","20.00","827477.00","PC","1","WRIPAD1-2CSWE80LVS"
"8274786","WRITING PAD-SOS-OWI1/2LTW80LVS","20.00","827478.00","PC","1","WRIPAD1-2LTWE80LVS"
"8274793","QUIZPAD-SOS-OWI 1/4","11.00","827479.00","PC","1","WRIPAD 1-4 QUIZPAD"
"8274809","SET-SOS-OWI QUIZPAD SET80LVS","90.00","827480.00","PC","1","SETQUIZPADSET80LVS"
"8274816","INTERMEDIATE PAD-SOS-OWI 80LVS","40.00","827481.00","PC","1","INTERMEDIATPD80LVS"
"8274823","YELLOW PAD-SOS-OWI 80LVS","75.00","827482.00","PC","1","YELLOW PAD 80LVS"
"8274830","WRITING PAD-SOS-OWI G1 5X80LVS","100.00","827483.00","PC","1","WRIPAD G1 5X80LVS"
"8274847","WRITING PAD-SOS-OWI G2 5X80LVS","100.00","827484.00","PC","1","WRIPAD G2 5X80LVS"
"8274854","WRITING PAD-SOS-OWI G3 5X80LVS","100.00","827485.00","PC","1","WRIPAD G3 5X80LVS"
"8274861","WRITING PAD-SOS-OWI G4 5X80LVS","100.00","827486.00","PC","1","WRIPAD G4 5X80LVS"
"8274878","INTERMEDIATE PAD-SOS-OWI 5X80L","185.00","827487.00","PC","1","INTERMDTPAD5X80LVS"
"8274885","YELLOW PAD-SOS-OWI 5X80LVS","365.00","827488.00","PC","1","YELLOW PAD 5X80LVS"
"8274892","NB BINDER-SOS-OWI LDYNMIC 5DIV","95.00","827489.00","PC","1","NBBINDERLDYNMC5DIV"
"8274908","NB BINDER-SOS-OWI LDYNMIC10DIV","145.00","827490.00","PC","1","NBBINDERLDNMC10DIV"
"8274915","NB BINDER-SOS-OWI CSTRING 8DIV","280.00","827491.00","PC","1","NBBINDERCSTRNG8DIV"
"8274922","SET-SOS-OWI YELLOW PAD 2X80","132.00","827492.00","PC","1","SETYELLOWPAD2X80"
"8274939","SET-SOS-OWI INTERMEDIATE 2X80","75.00","827493.00","PC","1","SET INTRMDIATE2X80"
"8274946","SET-SOS-OWI PAD COPYPAPER 3PCK","135.00","827494.00","PC","1","SET PADCOPYPPR3PCK"
"8274953","SET-SOS-OWI PADVELLUM 3PCK","100.00","827495.00","PC","1","SETPADVELLUM 3PCK"
"8274960","SET-SOS-OWI SCISSOR+STNRY TAPE","50.00","827496.00","PC","1","SETSCSSR+STNRYTAPE"
"8274977","SET-SOS-OWI SCISSOR+PERMARKER","50.00","827497.00","PC","1","SETSCISSOR+PRMRKR"
"8274984","SET-SOS-OWI MARKER DUAL1122","50.00","827498.00","PC","1","SET MARKR DUAL1122"
"8274991","SET-SOS-OWI CALLI2S BLKBLU","50.00","827499.00","PC","1","SET CALLI2S BLKBLU"
"8275004","SET-SOS-OWI CALLI2S BLURED","50.00","827500.00","PC","1","SET CALLI2S BLURED"
"8275011","SET-SOS-OWI CUTTER18MM+2PMRKR","80.00","827501.00","PC","1","SETCTTR18MM+2PMRKR"
"8275028","SET-SOS-OWI SCISSOR+3CRRTNTAPE","80.00","827502.00","PC","1","SETSCSSR+3CRTNTAPE"
"8275035","SET-SOS-OWI SCSSSOR+CUTTER9MM","80.00","827503.00","PC","1","SETSCSSOR+CTTR9MM"
"8275042","SET-SOS-OWI SCISSORS 5IN 2S","80.00","827504.00","PC","1","SETSCISSORS 5IN2S"
"8275059","SET-SOS-OWI CUTTER18MM+3TAPE","80.00","827505.00","PC","1","SETCTTR18MM+3TAPE"
"8275066","TAPE DISPENSER-SOS-OWITD800DCR","175.00","827506.00","PC","1","TAPDSPNSRTD800DCOR"
"8275073","MAGGI MGC/SRP8GX16S 3S F/V/OIL","195.00","827507.00","PC","1","MAGGI M-G3S F-V-O"
"8275196","AIRCON WNDW EVRST ETM06WTDR3","9490.00","827519.00","PC","1","AIRCON ETM06WTDR3"
"8275240","AIRCON WNDW EVRST ETA07WDR3-HF","11890.00","827524.00","PC","1","AIRCN ETA07WDR3-HF"
"8275257","FOODKPR-PWPT-ST-PT23 BTS 01ASS","66.50","827525.00","SET","12","FDKPR-STPT23 BTS01"
"8275264","FOODKPR-PWPT-ST-PT23 BTS 02ASS","62.25","827526.00","SET","12","FDKPR-STPT23 BTS02"
"8275271","FOODKPR-PWPT-ST-PT23 BTS 03ASS","63.00","827527.00","SET","12","FDKPR-STPT23 BTS03"
"8275288","GATORADE BLUEBOLT500MLBY4GT20%","138.55","827528.00","PC","1","GATORADE BBLT500ML"
"8275295","GATORADE GRAPE 500MLBUY4GET20%","138.55","827529.00","PC","1","GATORADE GRPE500ML"
"8275301","GATORADE TRPCLFRUIT500MLB4G20%","138.55","827530.00","PC","1","GATORADE TF500MLB4"
"8275318","GATORADE NSELCTRLYTDBBB500MLB4","138.55","827531.00","PC","1","GATORADE NSEDBB500"
"8275325","GATORADE NSGRELCTRLYDCQ500MLB4","138.55","827532.00","PC","1","GATORADE NSEDCQ500"
"8275349","WASHER AUTO UNION UGWM-7FA 7.5","9995.00","827534.00","PC","1","WASHER UGWM-7FA"
"8275356","KNORRSHRMPCBSGL10G2T+GTWHTT50G","70.50","827535.00","PC","1","KSCBS10G2T+GTWT50G"
"8275363","KNORCKNCBS10G2T+GTWHITETWN50G","70.50","827536.00","PC","1","KCCBS10G2T+GTWT50G"
"8275370","KNORPORKCBS10G2T+GTWHITETWN50G","70.50","827537.00","PC","1","KPCBS10G2T+GTWT50G"
"8275400","KNORBFCBS10G2T+GTWHITETWIN50G","70.50","827540.00","PC","1","KBFCB10G2T+GTWT50G"
"8275479","SP XMAS SET A DOWELL 2023","2865.00","827547.00","PC","1","SP XMAS BUND-A '23"
"8275509","SP XMAS BUNDLE B DOWELL 2023","1500.00","827550.00","PC","1","SP XMAS BUND-B '23"
"8275516","SP XMAS BUNDLE C DOWELL 2023","1500.00","827551.00","PC","1","SP XMAS BUND-C '23"
"8275523","SP XMAS BUNDLE D DOWELL 2023","2230.00","827552.00","PC","1","SP XMAS BUND-D '23"
"8275530","SP XMAS SET E DOWELL 2023","935.00","827553.00","PC","1","SP XMAS BUND-E '23"
"8275547","SP XMAS BUNDLE F DOWELL 2023","3375.00","827554.00","PC","1","SP XMAS BUND-F '23"
"8275554","FOODKEEPER-GW-CSC-RK231-REC360","180.00","827555.00","PC","1","FDKEEPER-REC360"
"8275592","DPSS10P+DPV10P+UBC10P/AG100G2P","359.50","827559.00","PC","1","DS10P+V10P+U1OP-A2"
"8275615","MUGS-GW-MPT-CM-DITE-NB-12oz","79.75","827561.00","PC","36","MUGS-CM-DITE-12oz"
"8275622","DPSC60ML8T+DPV60ML8T/AG100G2P","362.00","827562.00","PC","1","DS60ML+DV80ML-A100"
"8275639","MUGS-GW-MPT-CM-TEMIS-NB-12oz","99.75","827563.00","PC","36","MUGS-CM-TEMIS-12oz"
"8275646","MUGS-GW-MPT-CM-IDON-NB-12oz","69.75","827564.00","PC","36","MUGS-CM-IDON-12oz"
"8275653","MUGS-GW-MPT-CM-AUDREY-NB-12oz","99.75","827565.00","PC","36","MUGS-CM-AUDREY12oz"
"8275660","FOODKEEPER-GW-CSC-RK232-REC600","230.00","827566.00","PC","1","FOODKEEPER-REC-600"
"8275677","FOODKEEPER-GW-CSC-RK233-REC-1L","273.00","827567.00","PC","1","FOODKEEPER-REC-1L"
"8275684","FOODKEEPER-GW-CSC-RK233REC1.5L","360.00","827568.00","PC","1","FOODKEEPER-REC1.5L"
"8275691","FOODKEEPER-GW-CSC-RK235-SQR300","158.00","827569.00","PC","1","FOODKEEPER-SQR-300"
"8275707","FOODKEEPER-GW-CSC-RK236-SQR500","195.00","827570.00","PC","1","FOODKEEPER-SQR-500"
"8275714","FOODKEEPER-GW-CSC-RK237-SQR800","238.00","827571.00","PC","1","FOODKEEPER-SQR-800"
"8275721","FOODKEEPER-GW-CSC-RK238-RND400","180.00","827572.00","PC","1","FOODKEEPER-RND-400"
"8275738","FOODKEEPER-GW-CSC-RK239-RND600","209.00","827573.00","PC","1","FOODKEEPER-RND-600"
"8275745","FOODKEEPER-GW-CSC-RK240-RND950","238.00","827574.00","PC","1","FOODKEEPER-RND-950"
"8275783","EXC-DESK FAN PROMAC WINDY B1T1","1540.00","827578.00","PC","1","DESKFAN WINDY B1T1"
"8275790","PLATE-GW-CIT-HA0-WHT-1-10.4'X4","284.75","827579.00","SET","4","PLATE-WHT1-10.4""X4"
"8275806","GOURMET/CMBOPKSWTSTY2KG SV20","119.00","827580.00","PC","1","GRMT-CBOPKST2KSV20"
"8275813","PLATE-GW-CIT-HA0-WHT-2-8'X4","184.75","827581.00","SET","6","PLATE-WHT-2-8""X4"
"8275820","JOLLYPCS&STMMSHRM100G+JGP100G","112.50","827582.00","PC","1","JP SMR100G+JGP100G"
"8275837","BOWLSET-GW-CIT-HA0WHT3-5.75'X4","229.75","827583.00","SET","6","BOWL-WHT-3-5.75""X4"
"8275844","PLATE-GW-CIT-HA0-BLU-1-10.4'X4","284.75","827584.00","SET","4","PLATE-BLU1-10.4""X4"
"8275851","PLATE-GW-CIT-HA0-BLU-2-8.5'X4","184.75","827585.00","SET","6","PLATE-BLU-2-8.5""X4"
"8275868","BOWLSET-GW-CIT-HA0-BLU3-6.5'X4","229.75","827586.00","SET","6","BOWL-BLU-3-6.5""X4"
"8275875","B2 MALING CHCKN L/MEAT 397G1CS","5565.60","827587.00","PC","1","B2MALNGCKNLM397G1C"
"8276254","SKYFLAKES + BUTTERNSN+3LMIMIBP","168.85","827625.00","PC","1","SKYFLAKES +BTTRNSN"
"8276261","FITA + BINGO + 2LM IM IBP","119.65","827626.00","PC","1","FITA +BINGO+2ML IM"
"8276278","DM SWEET CHILI SAUCE 330G 1CSE","1003.20","827627.00","PC","1","DM SWT-C-SCE330G1C"
"8276285","DM EXTRASWEET CHILI SCE320G 1C","1332.00","827628.00","PC","1","DM X-S C-CSE320G1C"
"8276292","DPVG200ML9P+DPSC200ML9PC/MBB2P","159.30","827629.00","PC","1","DPV9P+DPSC9P-MBB2P"
"8276308","CABINETPLSTC-FU-GSM-MG-164RT4L","1099.00","827630.00","PC","1","CBPLTC-MG-164RT4L"
"8276315","CABINETPLSTC-FU-GSM-MG-164RT5L","1199.00","827631.00","PC","1","CBPLTC-MG-164RT5L"
"8276322","CABINETPLSTC-FU-GSM-MG-170RT4L","2199.00","827632.00","PC","1","CBPLTC-MG-170RT4L"
"8276339","CABINETPLSTC-FU-GSM-MG-170RT5L","2699.00","827633.00","PC","1","CBPLTC-MG-170RT5L"
"8276407","ARGNTNA B/LOAF170G+3S M/L F/CN","154.65","827640.00","PC","1","ARGNTNA BL+3SMLFCN"
"8276438","ALASKA EVPRD360ML+ALSKFRTFDMLK","68.15","827643.00","PC","1","ALASKA EVPRD360ML+"
"8276445","LS CHEESECKE+LVACAKE+BBRTDAPAR","154.65","827644.00","PC","1","LS CHEESECKE+LVCKE"
"8276452","BEAR BRAND PMD33GX8S+NSCFCRMYW","185.00","827645.00","PC","1","BEARBRAND PMD33GX8"
"8276506","NISSIN MINI CUPS 3S+1","64.80","827650.00","PC","1","NISSIN M-CUPS 3S+1"
"8276513","UFC C/MSHRM70G+C&C+CKN&C F/ARG","377.50","827651.00","PC","1","UFC C-M+CC+CKNCF-A"
"8276537","AJINOMOTO 10GX18S 3T+GNS/FLVR","150.00","827653.00","PC","1","AJI 10GX18S3T+G-F"
"8276544","AJI CRISPY F/ORIG62G6S+OYSTR/S","100.00","827654.00","PC","1","AJI C-F-ORIG6S+O-S"
"8276605","JNJ MAXXHNYLMN+CLOUD9IB+GTWAPR","135.00","827660.00","PC","1","JNJ MAXXHNYLMN+CLD"
"8276629","MUG ROOTBEER 2L FREEPEPSIREG2L","141.60","827662.00","PC","1","MUG ROOTBEER2L+PPS"
"8276636","MOUNTAIN DEW 2LFREEPEPSIREG2L","141.60","827663.00","PC","1","MOUNTAINDEW 2L+PPS"
"8276643","PEPSI REG 2L FREE PEPSI REG 2L","141.60","827664.00","PC","1","PEPSI REG2L+PPSREG"
"8276650","PEPSI BLACK 2LFREE PEPSI REG2L","141.60","827665.00","PC","1","PEPSI BLACK2L+PPSI"
"8276674","7UP 2L FREE PEPSI REG 2L","141.60","827667.00","PC","1","7UP 2L+PEPSIREG2L"
"8276681","MIRINDA 2L FREE PEPSI REG 2L","141.60","827668.00","PC","1","MIRINDA 2L+PEPSIRG"
"8276698","MAGGI MGC/S 8GX16S1T+TWNPCK10S","160.00","827669.00","PC","1","MAGGI M-S16S+TP10S"
"8276704","BEAR BRAND STRLZD200MLX2SFOR50","50.00","827670.00","PC","1","BEARBRAND S200MLX2"
"8276711","SILVER SWAN S/SCE100ML+VNG+PTS","72.00","827671.00","PC","1","SILVER S-SCE+V+PTS"
"8276728","SILVER SWAN S/SCE340ML4S+VNGR","125.00","827672.00","PC","1","SLVR S-SCE4S+VNGR"
"8276735","555 SARDS TS155G+A/GNLNG S16.5","140.00","827673.00","PC","1","555 SARDS+A-GS16.5"
"8276834","KNORR/RGY/D.CRM OF PMPKN60X70G","101.90","827683.00","PC","1","KNORR-R-DOF60X70G"
"8276841","KNORR SOUP CO MSHRM 60X68G","101.90","827684.00","PC","1","KNORR-S-C-MR60X68G"
"8276865","KNORR SOUP/CRAB&CORN 60X60G","101.90","827686.00","PC","1","KNORR-S-C C60X60G"
"8276872","KNORR/SOUP/NIDO ORNTL 60X55G","101.90","827687.00","PC","1","KNORR-S-N.O.60X55G"
"8276889","KNORR CP/HT/ML/ARZ CLD16X3X35G","56.60","827688.00","PC","1","KNR-CHM-AC16X3X35G"
"8276902","KNORR/LQD SEASNG/CHL24X130ML","108.11","827690.00","PC","1","KNORR-LSCH24X130ML"
"8276919","KNORR/LQD SEASNING/CHI24X250ML","176.60","827691.00","PC","1","KNRR-LSCHI24X250ML"
"8276926","KNOR/LSO12X500ML+SPRG-C/O175ML","158.00","827692.00","PC","1","K-L12X500ML+S175ML"
"8276940","KNORR/LSO6X1L+SCO500ML","300.00","827694.00","PC","1","K-LSO6X1L+SC500ML"
"8276957","KNORR-SOUP CO MUSHRM 38G 3S +1","112.50","827695.00","PC","1","KNORR-SCM38G3S+1"
"8276971","KNORR/SOUP CRAB&CRN 40G 3S +1","112.50","827697.00","PC","1","KNRR-SP-C C40G3S+1"
"8276995","KNORR/BN/CB/BF/PNTRY60G3S+1","100.50","827699.00","PC","1","KNORR-BNCBP60G3S+1"
"8277008","KNORR/BN/CB/BF/SVR120G3S+1","198.00","827700.00","PC","1","K-BNCBBFSV120G3S+1"
"8277015","KNORR/BN/CB/BF/SNGLE10G3S+1","17.65","827701.00","PC","1","K-BN-C-BF-S10G3S+1"
"8277022","KNORR/BN/CB/CKN PTRY 60G 3S +1","100.50","827702.00","PC","1","K-BNCBCKN-P60G3S+1"
"8277039","KNORR/BN/CB/CKN/SV120G3S+1","198.00","827703.00","PC","1","K-BNCBCKSV120G3S+1"
"8277046","KNORR/BN/CB/CKN/S10G3S+1","17.65","827704.00","PC","1","K-BNCBCKNS10G3S+1"
"8277053","KNORR/BN/CB/PRKPNTRY60G3S+1","100.50","827705.00","PC","1","K-BN-CB-PKP60G3S+1"
"8277060","KNORR/BN/CB/PRK/S10G3S+1","17.65","827706.00","PC","1","K-BNCBPS10G3S+1"
"8277077","KNORR/BN/CB/SHRMPPTRY60G3S+1","100.50","827707.00","PC","1","K-BNCB-SHRP60G3S+1"
"8277084","KNORR/BN/CB/SRMP/SNGLE10G3S+1","17.65","827708.00","PC","1","K-BNCBSMPS10G3S+1"
"8277091","KNORR/MLMAKER/GNTAANGLY29G3S+1","45.00","827709.00","PC","1","K-MLM-GTANGLY29G+1"
"8277107","KNORR/MLMKR/GNTAANGLY40G3S+1","72.75","827710.00","PC","1","K-MLM-GTNGLY40G3+1"
"8277114","KNORR/SNGANG MISO23G3S+1","45.60","827711.00","PC","1","K-SNGANGMSO23G3S+1"
"8277121","KNORR/SNGANGNGBI22G3S+1","44.10","827712.00","PC","1","K-SNGANGNGB22G3S+1"
"8277138","KNORR/SNGANGNGBI44G3S+1","84.00","827713.00","PC","1","K-SNGANGNGB44G3S+1"
"8277145","KNORR/SNGANG SAM ORG22G3S+1","44.10","827714.00","PC","1","K-SGAGSMORG22G3S+1"
"8277152","KNORR/SGANG SAM ORG44G3S+1","82.50","827715.00","PC","1","K-SGANGSORG44G3S+1"
"8277206","MAGGI MGC/S8GX16S2T+O/TWNPCK10","215.00","827720.00","PC","1","MAGGI M-S16S+TW10S"
"8277220","ALASKA FRESH MILK 1L 2SSAVEP19","170.00","827722.00","PC","1","ALASKA FRESHMILK1L"
"8277251","BREEZE LIQ DT.S/A670M F1SRF FB","400.05","827725.00","PC","1","BRZE A-A670M F1SRF"
"8277268","COWHEAD UHT+CWHDLITE1LSV10@50%","99.50","827726.00","PC","1","COWHEAD UHT+CWLT1L"
"8277275","SURF POW B/F3600G F1SRF L/D900","783.80","827727.00","PC","1","SRF B-F3600G F1R-P"
"8277282","COWHEAD UHT+CWHDLITE1LSV10@20%","159.20","827728.00","PC","1","COWHEAD UHT+CWHD1L"
"8277367","VITAKERATIN TRTMNT B/S650MB1T1","203.00","827736.00","PC","1","VTKRTN B-S650MB1T1"
"8277374","VITAKERATIN TRTMNT D/R650MB1T1","203.00","827737.00","PC","1","VTKRTN D-R650MB1T1"
"8277381","ESKINOL C/C GLW225M GET2ND@50%","159.90","827738.00","PC","1","ESKNL C-G225MG250"
"8277398","ESKINOL CL P/SG225MGET22ND@50%","159.90","827739.00","PC","1","ESKNL P-SG225G250"
"8277404","ESKINOL CLSR P/F225MGET2ND@50%","159.90","827740.00","PC","1","ESKNL P-F225MG250"
"8277466","REF TDOOR DWL INF-360BF 11.5CF","29998.00","827746.00","PC","1","REFTDOOR INF-360BF"
"8277480","MINUTE MAID FRESH180MLX10S2PCK","170.00","827748.00","PC","1","MINUTEMAID F180MLX"
"8277497","LI FRAISWELL VEG OIL PET 2L20%","221.60","827749.00","PC","1","LI-FRSWL-VOPT2L20"
"8277503","COKE 500MLX24S SAVE PHP58 APAR","767.60","827750.00","PC","1","COKE 500MLX24SSV58"
"8277510","COKE ZERO 500MLX24SSVPHP58APAR","759.20","827751.00","PC","1","COKE ZERO500MLX24S"
"8277527","SPRITE 500MLX24SSAVEPHP58 APAR","767.60","827752.00","PC","1","SPRITE 500MLX24SSV"
"8277534","LI FRAISWELL VEG OIL PET 2L50%","138.50","827753.00","PC","1","LI FRSWL-VOP2L50"
"8277541","NTUREL PURE OLIVE OIL250ML 20%","152.00","827754.00","PC","1","NTRL-POO250ML20"
"8277558","ROYAL 500MLX24S SAVEPHP58 APAR","767.60","827755.00","PC","1","ROYAL 500MLX24SS58"
"8277565","COKE LIGHT500MLX24SSAVEP58APAR","759.20","827756.00","PC","1","COKE LGHT500MLX24S"
"8277572","NTUREL PURE OLIVE OIL250ML 50%","95.00","827757.00","PC","1","NTURL-POO250ML50"
"8277589","MILO ACTV-GO24GX12S B1F1MLO24G","107.75","827758.00","PC","1","MILO ACTV-G24GX12S"
"8277596","EL REAL/SRP/B/PKSWT/S1.7KG 50%","63.00","827759.00","PC","1","ELRL-SR-PS1.7KG50"
"8277602","DOREEN CONDENSADA 1KG @20% OFF","94.20","827760.00","PC","1","DOREEN CONDNSDA1KG"
"8277619","NESTLE CHCKIE110M B4F1P CHCKIE","57.20","827761.00","PC","1","NESTLE CHCKIE 110M"
"8277626","DOREEN CONDENSADA 390G @20%OFF","39.45","827762.00","PC","1","DOREEN CONDNSD390G"
"8277633","EL REAL/SRP/BPKFL/S1.7KG50%","60.50","827763.00","PC","1","ELRL-SFL-S1.7KG50"
"8277640","NESCAFE CRMYWHTE51G B5F2 NSCFE","62.00","827764.00","PC","1","NSCFE CRMYWHTE51G"
"8277657","NESCAFE CLSSC1.9G B40STCKF8 NC","92.00","827765.00","PC","1","NESCFE CLASSIC1.9G"
"8277664","NESCAFE CLSSC1.9G B42STCKF6 NC","96.60","827766.00","PC","1","NSCFE CLASSC1.9GB4"
"8277671","NSCFE CLSSC10G SP B7F1NSCFE10G","70.00","827767.00","PC","1","NSCFE CLSSC 10G SP"
"8277688","NSCFE CLSSC23G B7F1 NSCFECLSSC","143.50","827768.00","PC","1","NSCFE CLASSIC B7F1"
"8277701","GT WHTE TP50GX10S+1TIE GT CHC","244.85","827770.00","PC","1","GT WHTE TP50GX10S"
"8277718","WILIKINS PURE 500ML 5+1","55.00","827771.00","PC","1","WLKNS PURE500M 5+1"
"8277725","MINUTEMAID NTRI+ORNG240MLX2SS5","35.00","827772.00","PC","1","MM NTR+ORNG240MLX2"
"8277732","WILKINS PURE 500ML B2CSE SVE40","488.00","827773.00","PC","1","WLKNSPRE500M B2S40"
"8277749","BOTTL WLKINS PURE500M B24SVE40","224.00","827774.00","PC","1","BOT WLKNS PURE500M"
"8277756","COKE 500ML+MNMAIDFRSHORNG180ML","65.00","827775.00","PC","1","COKE 500ML+MMFO180"
"8277770","MINUTEMAID NTR+ORNGMNG240MLX2S","35.00","827777.00","PC","1","MM NTR+ORNM240MLX2"
"8277831","CDO MEAT LOAF 150G  BUY3 SV7","55.25","827783.00","PC","1","CDO-ML150G-B3SV7"
"8277855","TODAYS SUPR TIPIDPCK1P/LESS10%","105.00","827785.00","PC","1","TODAYS-STPK1PLS10"
"8277893","LM!SUPRM MNI L/BCHOY40G B1T1","21.75","827789.00","PC","1","LM!SPMNLB40GB1T1"
"8277909","LM! SUPRM MINI BULALO 40G B1T1","21.75","827790.00","PC","1","LM-SPMB40GB1T1"
"8278005","CL DAING GALUNGGONG BABAE 250G","165.00","827800.00","PC","1","SL DAING GG BB 250"
"8278012","CL DAING GALUNGGONG BABAE 500G","320.00","827801.00","PC","1","CL DAING GG BB500G"
"8278029","CL DAING GALUNGGONG LALAKI250G","185.00","827802.00","PC","1","CL DAING GG LL250G"
"8278043","CL DAING GALUNGGNG LALAKI 500G","360.00","827804.00","PC","1","CL DAING GG LL500G"
"8278050","CL TINAPA GALUNGGONG BABAE250G","165.00","827805.00","PC","1","CL TNAPA GG BB250G"
"8278067","CL TINAPA GALUNGGONG BABAE500G","320.00","827806.00","PC","1","CL TNAPA GG BB500G"
"8278074","CL TINAPA GALUNGGONG LALAKI250","185.00","827807.00","PC","1","CL TNPA GG LLKI250"
"8278081","CL TINAPA SALINAS 250G","320.00","827808.00","PC","1","CL TNPA SALINAS250"
"8278098","CL TINAPA BANGUS","195.00","827809.00","PC","1","CL TINAPA BANGUS"
"8278104","CL DAGUPAN BONELESS 2'5 BELLY","320.00","827810.00","PC","1","CL D-BNELSS2'5BLLY"
"8278227","GATORADE BLUE BOLT1.5L B2SVE26","202.80","827822.00","PC","1","GTRDE BLUE BOLT1.5"
"8278241","GATORDE BLUEBOLT&GRPE1.5L SV26","202.80","827824.00","PC","1","GTRDE BBLT GRPE1.5"
"8278258","GTRDE BLUEBLT&ORNGE/C1.5L SV26","202.80","827825.00","PC","1","GTRDE BBLT ORNGE-C"
"8278265","GATORDE BLUEBLT&T/FRT1.5L SV26","202.80","827826.00","PC","1","GTRD BBLT T-FRT1.5"
"8278319","121 PANTS SLACKS-APP LW-PG","30.00","827831.00","PC","1","PANTS SLACKS-LW"
"8278326","121 PANTS CASUAL-APP LW-PG","30.00","827832.00","PC","1","PANTS CASUAL-LW"
"8278333","121 PANTS INDOOR-APP LW-PG","20.00","827833.00","PC","1","PANTS INDOOR-LW"
"8278340","121 DRESS-APP ASSTD-PG","30.00","827834.00","PC","1","DRESS-APP ASSTD"
"8278357","121 BLOUSE TRENDY-APP LW1-PG","20.00","827835.00","PC","1","BLOUSE TRENDY-LW1"
"8278364","121 BLOUSE TRENDY-APP LW2-PG","10.00","827836.00","PC","1","BLOUSE TRENDY-LW2"
"8278371","121 SHIRT CASUAL-APP LW-PG","20.00","827837.00","PC","1","BLOUSE CASUAL-LW"
"8278388","121 STAPPY-APP LW-PG","20.00","827838.00","PC","1","STAPPY-APP LW-PG"
"8278395","121 ACTIVE WEAR TOP-APP-PG","20.00","827839.00","PC","1","ACTIVE WEAR TOP"
"8278401","121 SHORTS CASUAL-APP LW-PG","30.00","827840.00","PC","1","SHORTS CASUAL-LW"
"8278418","121 SHORTS INDOOR-APP ASSTD-PG","20.00","827841.00","PC","1","SHORTS INDOOR-ASTD"
"8278425","121 CARDIGAN-APP LW-PG","30.00","827842.00","PC","1","CARDIGAN-APP LW"
"8278432","121 SETS T & B- APP ASSTD-PG","20.00","827843.00","PC","1","SETS T   B- ASSTD"
"8278449","121 SKIRT-APP LW-PG","20.00","827844.00","PC","1","SKIRT-APP LW"
"8278456","121 BRASSIERE-APP LW-PG","10.00","827845.00","PC","1","BRASSIERE-LW"
"8278463","121 SANDO-APP MW-PG","20.00","827846.00","PC","1","SANDO-APP MW"
"8278470","121 POLO SHIRT-APP MW-PG","30.00","827847.00","PC","1","SHIRT CASUAL-MW"
"8278487","121 BRIEF-APP MW-PG","5.00","827848.00","PC","1","BRIEF-APP MW"
"8278494","121 JACKET-APP KG-PG","30.00","827849.00","PC","1","JACKET-APP KG"
"8278500","121 OTHERS-FASHION ACCS-PG","5.00","827850.00","PC","1","OTHERS-FASHION ACC"
"8278517","121 BELTS-FASHION ACCS-PG","20.00","827851.00","PC","1","BELTS-FASHION ACCS"
"8278524","121 CAP-FASHION ACCS-PG","20.00","827852.00","PC","1","CAP-FASHION ACCS"
"8278531","121 BACKPACK-BAGS-PG","50.00","827853.00","PC","1","BACKPACK-BAGS"
"8278548","121 CROSS BODY-BAGS-PG","20.00","827854.00","PC","1","CROSS BODY-BAGS"
"8278555","121 POUCH-BAGS-PG","20.00","827855.00","PC","1","POUCH-BAGS"
"8278562","121 TOTE-BAGS-PG","30.00","827856.00","PC","1","TOTE-BAGS"
"8278579","121 SLIPPER FLIP-FWLF -PPCI","10.00","827857.00","PC","1","121 SLIPPER FLIP"
"8278586","121 OTHERS-TOYS-ASSTD-PG","5.00","827858.00","PC","1","OTHERS-TOYS-ASSTD"
"8278593","121 SHOES-INFANTS-PG","10.00","827859.00","PC","1","SHOES-INFANTS"
"8278609","121 OTHERS-INFANTS-ASSTD-PG","5.00","827860.00","PC","1","OTHERS-INFNTS-ASTD"
"8278616","BACKPACK-MENS BW-LMI-F.BF61998","449.75","827861.00","PC","1","BACKPACK-F.BF61998"
"8278623","BACKPACK-MENS BW-LMI-F.BF62257","449.75","827862.00","PC","1","BACKPACK-F.BF62257"
"8278630","BACKPACK-MENS BW-LMI-F.BF9369","449.75","827863.00","PC","1","BACKPACK-F.BF9369"
"8278647","BACKPACK-MENS BW-LMI-F.BF9071","449.75","827864.00","PC","1","BACKPACK-F.BF9071"
